price_paid,deed_date
249995,2006-12-20
142250,2001-07-20
540000,2021-06-24
185000,2010-08-12
40000,1995-07-31
35500,1995-07-31
417000,2017-07-24
250000,2007-06-22
92995,1998-05-22
65000,1996-02-23
62000,1996-12-23
210000,2010-08-02
348500,2021-09-28
237000,2005-08-26
200000,2004-03-05
470000,2021-06-28
268000,2013-07-15
249950,2008-03-31
120750,2000-01-10
114000,1999-09-24
311700,2014-03-27
207000,2005-05-06
541500,2022-05-06
244995,2009-06-19
115000,2001-06-22
497500,2019-12-19
190000,2008-09-05
148500,2002-06-19
184995,2002-12-16
83500,1999-02-12
210000,2011-10-06
215000,2005-11-11
162000,2003-12-19
134000,2001-05-31
208000,2010-09-17
63000,1996-12-16
335000,2014-12-05
230000,2006-08-10
84000,1997-11-11
450000,2018-06-15
250000,2008-03-27
420000,2019-07-10
452000,2017-05-26
250000,2011-02-25
143000,2001-09-14
98000,1999-06-15
465000,2014-06-16
545250,2021-06-21
450000,2014-06-06
450000,2014-06-06
530000,2020-05-15
465000,2014-06-20
559000,2022-02-09
76000,1997-04-29
450000,2014-05-30
465000,2014-06-06
450000,2014-06-06
469500,2014-06-06
517000,2021-01-28
280000,2005-08-17
249995,2003-03-18
85500,1997-04-01
51000,1996-10-23
250000,2009-09-18
105000,1998-07-17
510000,2018-08-24
325000,2007-07-06
250000,2005-06-30
77000,1997-01-30
525000,2020-10-05
525000,2023-09-15
360000,2015-06-16
270000,2008-02-18
345000,2013-09-25
250000,2007-10-25
169995,2002-07-30
620000,2022-11-03
535000,2018-08-17
250000,2009-08-26
217500,2004-03-30
113500,1999-08-13
77500,1996-12-20
48500,1996-03-04
134500,2001-08-02
128000,2000-10-30
590000,2019-01-08
405000,2018-02-19
243000,2005-01-27
140000,2001-12-17
270000,2010-02-26
215000,2005-02-18
335000,2015-07-03
159000,2001-09-27
92500,2000-07-31
460000,2019-03-29
249950,2010-08-13
206000,2007-01-05
59250,1996-07-19
510000,2020-10-29
280000,2012-04-25
473000,2017-10-04
222500,2006-06-09
271000,2007-07-06
250000,2012-02-03
297000,2007-09-28
250000,2006-03-09
165000,2002-02-04
60000,1995-04-28
570000,2022-06-16
142000,2002-02-25
525000,2022-03-11
490000,2019-11-29
240000,2012-10-08
240000,2006-10-27
73500,1997-04-07
207000,2003-08-15
540000,2020-10-30
228000,2013-01-14
250000,2008-04-07
305000,2011-01-21
299995,2007-03-02
179000,2007-04-27
280000,2013-08-19
281000,2010-04-01
69500,1996-07-26
335000,2013-03-06
160000,2000-09-01
87250,1995-06-14
195000,2002-04-22
72500,1996-10-31
535000,2020-12-04
460000,2017-02-24
545000,2019-12-18
302000,2007-04-20
93000,1996-12-23
59500,1996-07-26
1245000,2021-09-07
730000,2013-11-15
410000,2013-07-26
515000,2015-08-14
381000,2010-05-17
150000,1999-01-25
677000,2016-03-24
499995,2014-04-14
355000,2006-01-12
295000,2002-11-06
760000,2015-09-28
390000,2004-10-28
93000,1997-09-04
350000,2013-03-15
955500,2022-06-22
500000,2007-12-14
197495,2000-08-18
179995,1998-05-29
840000,2016-07-26
620000,2015-03-30
625000,2019-11-15
412500,2013-01-11
422500,2011-10-11
352000,2006-10-02
365000,2005-10-21
355000,2005-10-21
48000,1997-09-15
290000,2001-12-14
600000,2018-08-17
690000,2023-04-27
728000,2022-09-26
247000,2003-02-20
235000,2002-06-21
855000,2022-09-23
595000,2016-03-31
525000,2019-02-04
595000,2022-02-25
126000,1998-12-21
160000,1999-07-02
125000,1998-11-06
264000,2006-03-17
540000,2016-02-29
765000,2019-05-08
375000,2007-10-26
315000,2005-11-17
637500,2015-10-16
345000,2012-01-03
96000,1997-01-10
372000,2010-04-30
325000,2005-10-21
295000,2005-05-11
245000,2007-04-20
515000,2019-09-11
320000,2013-08-08
181900,2009-03-25
180000,2002-08-02
104000,1998-09-18
63500,1995-06-30
552500,2018-05-25
340000,2012-05-03
266000,2002-12-13
157000,1998-06-19
300000,2005-08-12
113000,1995-04-07
640000,2017-04-13
299000,2001-10-24
391500,2006-01-27
730000,2023-06-19
275000,2012-06-12
325000,2012-09-03
480000,2019-11-15
355000,2013-07-05
260000,2005-07-15
197500,2000-09-28
108000,1998-10-13
192000,2002-11-08
210000,2008-12-10
245500,2004-07-12
410000,2006-01-06
860000,2017-07-25
575000,2010-07-23
234250,2001-03-30
279995,2002-06-14
277000,2002-05-30
515000,2019-03-18
151000,1999-08-27
88000,1996-02-29
269000,2003-07-18
229995,2001-07-03
760000,2021-09-30
197625,2004-03-29
127000,1999-02-05
270000,2005-07-29
122000,1998-02-19
226500,2003-02-28
160000,2000-11-28
550000,2021-01-28
515000,2017-08-03
109500,1997-04-07
500000,2011-06-17
320000,2006-08-16
717500,2021-06-02
1185000,2022-09-02
392500,2004-10-29
307000,2003-11-05
386000,2010-08-06
545600,2018-05-11
365000,2005-04-20
450000,2014-05-02
935000,2023-08-04
365000,2007-04-27
685000,2021-02-26
650000,2020-01-24
208000,1999-08-06
173000,1998-07-22
475000,2017-09-19
333000,2013-10-21
288000,2009-10-09
69470,1995-02-14
282000,2005-12-21
95000,1999-05-11
400000,2021-04-26
360000,2018-11-30
192000,2015-10-02
330000,2012-10-26
580000,2018-03-09
320000,2006-06-14
472500,2019-06-13
315000,2013-10-03
278500,2008-11-14
150000,2003-03-26
325000,2015-05-08
237000,2005-01-05
224995,2003-04-17
485000,2019-03-29
238000,2004-04-07
230000,2004-01-12
110000,1997-09-05
408000,2019-07-25
240000,2009-09-01
145000,2001-01-26
280000,2009-08-21
153000,2001-02-26
84000,1995-08-24
215000,2013-08-09
527000,2018-07-03
310000,2013-11-11
106000,1998-04-30
445000,2016-11-04
460500,2020-04-01
469000,2017-07-21
151500,2000-10-13
298000,2009-05-29
247000,2005-08-26
230000,2003-06-26
145000,2000-02-15
100000,1999-11-11
475000,2017-03-03
161000,2001-06-26
86000,1996-06-13
78500,1997-03-26
275000,2007-01-26
192000,2002-04-04
470000,2015-08-27
580000,2018-12-14
530000,2016-12-09
205000,2002-01-17
67000,1996-07-31
52000,1996-03-29
338000,2015-02-27
86400,1996-11-28
483000,2017-05-09
393750,2015-01-19
735000,2021-05-28
350000,2019-10-25
865000,2022-08-19
370000,2014-02-18
525000,2014-07-14
192000,1999-10-29
390000,2007-07-27
172000,1999-10-28
180030,2001-04-27
97500,1997-07-24
575000,2016-12-08
170000,2001-01-29
247000,2000-10-30
77000,1995-11-30
500000,2021-05-04
350000,2011-04-20
172000,2000-11-01
114000,1997-04-30
92000,1996-04-04
710000,2019-06-05
138500,2013-01-25
625000,2019-11-08
345000,2012-07-06
160500,1998-10-30
350000,2012-12-18
118000,1997-01-17
665000,2021-06-21
580000,2016-03-04
281000,2006-03-24
185000,2001-09-27
192000,2001-07-31
130000,2001-06-14
175000,2001-10-18
130000,2001-05-08
226000,2003-01-06
350000,2015-11-09
325000,2011-07-05
345000,2007-04-12
330000,2008-05-23
40000,1995-07-28
400000,2022-03-25
390000,2018-03-05
329950,2012-02-21
385000,2021-01-07
249950,2012-02-16
244950,2012-02-21
400000,2017-12-14
250000,2013-02-11
244950,2012-02-27
249950,2012-02-10
345000,2013-10-11
136950,1999-06-17
129995,1998-09-17
74000,1996-02-09
325000,2007-06-22
249995,2004-02-20
527000,2019-09-20
187000,2001-11-09
289000,2008-10-13
205000,2002-01-31
50300,1997-11-21
93000,1998-03-27
104995,1998-02-06
84000,1995-10-27
420000,2019-12-18
270000,2012-03-30
290000,2008-03-20
461000,2019-03-15
279995,2008-03-12
119750,1999-12-20
500000,2016-10-05
285000,2004-10-29
280000,2006-10-27
177000,2006-01-30
500000,2020-10-28
266000,2007-07-06
145000,2001-01-12
106000,2000-06-15
235000,2004-08-12
86000,1997-04-18
348000,2013-06-07
249995,2005-08-30
160000,2002-07-04
480000,2016-10-26
243000,2004-10-04
240000,2004-01-15
159000,2001-07-04
115000,1997-11-12
60000,1996-08-09
499999,2020-07-22
125000,2002-01-04
250000,2010-11-26
188500,2009-07-31
250000,2004-06-24
365000,2014-04-29
354000,2010-05-28
217500,2013-10-15
308000,2010-03-12
250000,2006-07-04
200000,2011-02-09
630000,2023-08-04
200000,2001-09-14
265000,2009-01-30
250000,2006-08-04
74000,1997-06-20
515000,2017-11-24
274000,2013-04-22
250000,2006-08-04
190000,2005-10-17
382000,2020-03-05
510000,2017-11-10
287000,2012-08-14
288500,2006-04-13
246000,2003-05-01
312000,2011-04-08
237000,2006-01-09
128000,1999-07-23
622000,2018-12-17
387000,2014-08-01
363000,2011-01-21
320000,2003-05-14
132000,1997-03-06
353000,2010-08-06
321000,2010-02-26
347500,2003-11-28
290000,2004-09-06
350000,2004-08-03
540000,2021-03-11
243000,2004-03-05
602000,2023-08-11
405000,2013-08-19
135000,1997-07-28
375000,2014-11-21
242500,2002-12-06
342500,2006-06-02
138000,1998-04-23
625000,2021-05-11
450000,2015-07-22
328000,2007-05-30
300000,2015-12-10
115000,1998-12-14
86000,1996-07-11
660000,2018-09-14
340000,2007-01-26
134000,1999-10-04
200000,2002-05-10
292500,2006-06-09
227500,2002-06-10
585000,2016-05-19
310000,2009-10-30
206000,2002-04-10
498000,2016-09-12
672500,2017-10-04
310000,2008-03-12
610000,2019-04-17
439995,2013-10-25
225000,2005-11-04
145378,2012-08-30
323000,2011-12-12
248000,2005-09-09
482500,2018-08-17
104995,1998-07-08
415000,2014-07-14
73000,1995-04-13
275000,2009-08-03
550000,2017-03-28
158500,2001-07-27
128500,1999-06-18
84000,1997-06-17
150000,2002-10-04
90500,1997-10-13
89500,1996-10-18
60000,1996-02-29
20000,1996-05-28
630000,2021-02-04
413000,2014-04-24
333000,2008-07-30
86000,1997-08-08
570000,2023-01-19
109995,1997-11-05
455000,2015-12-21
242000,2004-05-18
129995,1999-12-22
200000,2002-06-06
155000,2001-02-16
109950,1997-09-08
427500,2015-02-27
324000,2010-06-25
263000,2005-10-21
131500,1999-11-05
510000,2019-09-16
206000,2002-11-22
98000,1997-07-29
420000,2014-03-25
156000,2001-08-10
140000,2001-07-10
200000,2000-09-19
580000,2020-12-03
265000,2002-09-27
104000,1996-11-29
315000,2006-07-04
135000,1999-05-27
360000,2010-06-10
224000,2002-05-14
605000,2019-06-28
110000,1997-07-30
91000,1995-01-24
550000,2018-12-13
94500,1995-09-06
228000,2004-03-23
95000,1996-11-22
570000,2022-08-04
325000,2014-02-21
123495,1999-11-22
570000,2023-01-23
550000,2022-06-28
350000,2016-03-31
217250,2011-06-08
485000,2019-06-07
315000,2014-01-31
310000,2007-12-06
134000,1999-10-14
98000,1997-06-18
88995,1997-09-25
550000,2023-07-14
500000,2021-05-24
405000,2019-10-15
250000,2011-01-12
690000,2019-12-13
294000,2005-08-15
558000,2018-11-02
317000,2006-03-17
342000,2005-03-11
520250,2020-01-15
250000,2003-05-23
192000,2001-10-16
570000,2023-10-20
529500,2019-10-15
250000,2003-03-28
143500,1999-10-25
116500,1997-11-17
720000,2022-05-06
635000,2016-08-03
372500,2011-01-14
315000,2005-04-28
88000,1995-03-02
328125,2019-09-06
530000,2017-03-16
775000,2022-11-18
190000,2000-06-16
550000,2021-03-22
760000,2022-04-28
385000,2007-02-27
315000,2003-09-22
352500,2005-04-21
325000,2003-10-31
387500,2005-09-19
485000,2021-06-25
686500,2021-03-30
120000,1999-10-22
164995,1997-12-05
215000,2002-06-02
179995,2000-03-30
505000,2020-11-26
470000,2020-09-25
530000,2017-10-04
496000,2013-12-13
250000,2004-08-17
133000,1998-10-07
318000,2010-09-02
600000,2019-04-25
550000,2015-07-24
197500,2001-04-27
380000,2014-01-31
285000,2007-02-15
154995,2001-01-04
628000,2021-12-13
387000,2014-02-17
415000,2015-05-20
210000,2001-09-14
480000,2014-10-29
297000,2006-07-31
265000,2004-08-06
132500,1999-07-14
310000,2005-09-13
320000,2012-10-31
275000,2006-05-24
600000,2022-02-18
310000,2005-08-05
292500,2006-07-31
380000,2007-10-03
675000,2021-06-28
325000,2004-02-20
145000,1999-03-11
235000,2010-08-02
425000,2023-09-18
91000,1997-11-07
355000,2019-02-28
245000,2010-09-16
194000,2005-02-24
95000,2000-05-19
357500,2017-03-03
270000,2007-02-23
182000,2003-11-28
555000,2021-02-15
630000,2017-12-04
620000,2019-05-13
330000,2006-03-10
220000,2001-05-31
865000,2022-06-17
124000,1998-09-30
326000,2006-10-24
165000,1998-07-31
140000,1998-09-22
103000,1995-05-26
155000,1999-10-21
265000,2003-09-26
630000,2021-05-06
431600,2014-07-18
197000,2001-09-12
565000,2015-09-17
345000,2011-03-04
350000,2011-04-28
575000,2019-03-01
219995,2002-08-30
320000,2006-05-19
600000,2017-08-29
82000,1995-10-13
380000,2020-03-25
248950,2008-02-29
155000,2004-07-02
205000,2005-11-11
450000,2021-12-20
380000,2017-10-20
310000,2015-07-22
245000,2007-04-02
143000,2001-07-12
95000,1997-08-26
60000,1995-06-09
250000,2004-10-18
219500,2001-10-31
810000,2022-06-21
286000,2008-06-03
283000,2011-06-20
105000,1997-07-31
287000,2011-05-03
250000,2006-12-18
214995,2003-10-31
246500,2005-08-01
178000,2002-05-30
225000,2003-12-15
250000,2007-04-24
210000,2004-04-02
82000,1996-11-26
280000,2014-03-06
440000,2021-06-30
237000,2004-09-30
250000,2006-06-30
225000,2004-09-06
500000,2023-07-07
249995,2005-07-13
335000,2007-08-02
128500,1999-06-30
296000,2011-10-12
125000,1999-08-30
240000,2005-12-22
70000,1997-10-03
505000,2022-03-07
287500,2011-10-31
233500,2006-08-02
175000,2002-08-06
278500,2011-07-22
242760,2006-07-20
250000,2009-12-22
216000,2004-04-19
630000,2021-01-15
606000,2022-05-10
285000,2007-07-20
295000,2004-09-15
280000,2006-04-28
280000,2009-06-03
229500,2005-09-22
159000,2001-07-16
280000,2013-11-13
665000,2018-10-26
375000,2016-02-26
350000,2016-01-22
77500,1996-11-14
480000,2021-04-09
149000,2001-04-20
115000,1999-05-14
81000,1995-07-26
230000,2008-03-27
198000,2002-04-05
90000,1996-05-03
71000,1996-11-15
560000,2021-06-23
124995,2000-03-29
247000,2007-07-04
124995,2000-02-21
59450,1995-12-08
234000,2010-02-26
83500,1997-07-11
156500,2002-07-12
81000,1997-02-14
470000,2017-09-25
276000,2006-06-02
118000,1997-09-05
485000,2018-09-07
300000,2013-07-08
485000,2016-03-15
285000,2012-02-14
335000,2007-10-11
155000,2001-04-27
380000,2019-03-19
152000,2001-01-12
89500,1995-05-11
1130000,2021-09-03
465000,2007-06-18
490000,2020-03-06
250000,2005-09-09
400000,2019-02-05
215000,2004-04-22
250000,2003-06-25
350000,2014-05-28
350000,2023-03-17
186000,2002-04-19
248377,2005-03-01
127000,1999-08-18
110000,1997-06-17
249950,2005-07-16
190000,2001-10-05
475000,2022-11-25
400000,2017-09-29
98500,1997-05-28
800000,2021-03-17
645000,2020-03-27
555750,2019-03-01
320000,2004-08-20
223500,2001-08-13
150000,2000-05-30
304995,2001-10-15
289995,2001-01-23
270000,2007-03-14
378000,2006-08-10
240000,2000-12-12
145000,1995-03-24
245000,2005-07-22
345000,2009-10-13
226000,2000-07-10
313000,2008-08-29
322000,2007-04-27
167500,1999-12-02
700000,2021-01-08
432000,2008-03-12
225000,2002-04-03
250000,2005-07-05
310000,2003-02-26
455000,2007-01-26
715000,2021-05-07
327000,2002-05-28
320000,2009-10-16
755000,2022-09-29
350000,2010-12-10
340000,2007-07-03
250000,2002-12-13
155000,1999-05-14
639950,2016-10-17
369995,2008-08-15
218000,2002-09-27
420000,2015-11-27
301000,2013-07-09
218000,2005-10-24
420000,2021-06-30
230000,2008-11-07
250000,2005-12-20
145000,1998-09-01
310000,2009-11-06
139995,1999-07-15
170000,2001-08-20
249995,2005-11-16
147000,2001-06-19
262000,2004-09-06
173000,2001-12-07
256000,2009-08-28
400000,2016-02-22
270000,2006-02-03
134000,1996-12-10
325000,2007-01-05
280000,2006-08-10
114000,1997-09-25
270000,2004-07-19
79700,1995-01-31
294000,2005-08-16
317500,2021-01-15
195000,2012-10-05
220000,2007-09-06
560000,2016-11-14
270000,2003-02-24
96000,1995-09-01
565000,2016-10-28
307500,2005-10-14
240000,2003-05-13
345000,2012-12-14
307500,2006-11-02
322500,2006-10-20
380000,2007-08-20
152500,2000-06-02
327500,2006-04-21
801000,2022-12-16
572000,2021-06-29
315000,2009-10-02
660000,2017-03-31
425000,2016-02-02
166000,2003-09-11
126500,2001-11-20
33000,1996-09-06
94000,1995-12-21
515000,2018-09-14
655000,2017-07-31
425000,2015-04-23
290000,2006-07-14
118500,1997-08-20
88000,1995-08-09
595000,2022-07-27
272500,2004-09-30
199500,2002-07-19
126000,1998-11-30
240000,2004-10-22
359950,2007-07-24
133000,1997-09-12
182000,2001-11-02
775000,2022-10-28
305000,2012-03-02
250000,2003-09-26
131000,1998-11-03
80250,1997-02-28
268000,2001-12-07
158000,1998-06-19
180000,1999-10-22
655000,2019-12-20
410000,2015-06-15
670000,2021-05-07
219995,2001-06-20
460000,2014-11-28
464000,2013-12-06
320000,2013-08-23
442500,2012-08-30
672500,2017-07-25
167500,1999-10-29
555000,2015-12-11
205000,2001-01-19
912500,2022-10-20
420000,2009-07-16
110000,1997-07-01
325000,2007-10-09
190000,2001-12-14
128000,1999-03-08
172500,2000-07-28
320000,2007-02-19
510000,2015-02-12
290000,2003-05-01
105000,1996-12-02
222500,2001-08-16
717725,2021-06-29
325000,2012-08-06
153000,1997-09-19
310000,2006-04-19
105500,1996-04-12
385000,2008-02-28
325000,2007-01-26
330000,2003-11-03
175000,1999-07-02
455000,2017-10-27
120000,1999-03-03
545000,2022-03-11
250000,2009-07-08
274000,2008-04-23
249995,2003-03-25
248000,2005-10-12
118000,1998-09-10
207000,2000-05-26
99740,1998-10-02
339995,2013-11-22
246500,2011-12-22
121000,1998-05-22
430000,2018-01-26
450000,2018-10-05
271000,2007-12-14
455000,2019-06-28
474000,2017-09-26
445000,2019-03-25
380000,2008-01-11
264000,2002-11-18
122500,1998-06-29
42500,1997-09-05
240000,2010-02-10
249995,2006-12-08
205000,2004-03-02
152500,2001-04-20
267500,2005-11-04
243000,2003-11-17
345000,2004-08-20
227500,2005-09-02
82500,1997-08-29
340000,2010-05-27
68500,1996-08-02
260000,2005-09-16
87750,1995-07-07
580000,2016-12-21
247000,2010-01-08
202750,2000-11-16
78000,1995-05-26
249995,2007-06-08
177000,2006-09-22
485000,2018-10-05
248500,2005-08-31
415000,2016-12-21
280000,2009-03-16
220000,2006-09-08
161000,2009-03-20
255000,2007-11-30
150000,2002-02-22
207500,2003-01-10
226000,2004-10-20
102500,1997-10-24
460000,2020-10-14
187000,2002-10-28
475000,2019-07-18
124995,1999-09-13
365000,2015-12-11
202000,2020-01-24
209995,2002-06-27
250000,2010-01-28
360000,2019-01-31
328000,2015-06-19
242500,2005-08-04
97000,1998-06-29
200000,2013-06-28
125000,2003-03-26
235000,2006-09-29
290000,2013-12-20
295500,2013-09-06
295000,2014-02-28
285000,2013-07-30
230000,2004-08-27
280000,2007-12-07
300000,2007-06-14
250000,2009-11-12
135000,2001-07-13
176500,2001-10-02
86000,1996-05-24
445000,2019-12-13
239000,2003-07-25
252000,2007-04-25
241000,2003-06-06
85000,1996-07-26
487000,2016-11-29
101000,1999-07-16
625000,2022-04-29
300000,2021-01-28
435000,2020-06-10
267500,2011-01-07
308000,2014-01-22
290000,2013-02-05
235000,2005-12-01
510000,2023-03-02
239950,2006-01-30
227500,2003-09-25
285000,2010-04-20
248000,2006-06-26
195000,2002-08-16
149950,2001-03-02
265000,2013-06-17
107000,1998-02-27
185500,2002-08-23
130000,1999-11-29
571000,2021-04-12
245000,2006-11-01
424000,2019-03-22
510000,2021-02-05
405000,2015-09-15
295000,2006-12-12
221500,2003-04-11
380000,2019-05-07
390000,2018-08-24
175500,2004-08-09
400000,2019-06-21
469250,2019-03-19
288000,2008-03-31
480000,2016-10-25
510000,2016-08-18
279995,2007-07-05
235000,2005-06-24
185000,2004-07-02
535000,2020-12-10
505000,2018-02-20
290000,2008-06-06
319000,2008-01-28
281000,2012-02-23
235000,2004-06-11
140000,2000-04-14
65000,1995-05-31
335000,2013-11-25
79950,1997-04-04
446000,2018-08-09
230000,2009-11-26
530000,2021-11-30
518000,2019-01-04
480000,2023-03-03
223000,2006-03-10
450000,2016-09-29
495000,2022-03-11
250000,2013-04-11
320000,2013-10-04
117500,1999-10-15
225000,2011-12-21
240000,2006-09-27
450000,2016-07-05
485000,2018-11-30
229995,2008-06-16
467000,2021-03-15
176000,2001-07-31
440000,2021-02-26
525000,2019-10-25
542000,2021-03-12
245000,2010-04-06
124000,1999-05-28
427500,2015-10-16
425000,2015-09-04
130000,1998-08-07
500000,2019-01-15
400000,2020-02-07
445000,2018-11-13
490000,2023-03-08
435000,2021-03-12
114000,1999-10-29
378000,2016-12-21
180000,2005-04-11
285000,2015-01-30
400000,2017-01-20
210000,2004-11-26
206000,2006-04-18
96000,1999-06-25
339000,2013-12-06
450000,2022-02-04
400000,2016-07-13
512000,2022-12-02
405000,2018-08-31
290000,2015-03-06
205000,2006-06-01
194000,2003-09-05
142000,2001-10-26
280000,2013-08-16
249500,2007-09-04
169995,2002-08-06
88500,1998-09-16
425000,2016-12-09
275000,2014-12-05
250000,2011-08-30
185000,2008-09-29
98500,1998-12-11
185300,2002-10-28
48400,1995-02-24
419500,2021-02-08
375000,2016-08-15
233000,2011-05-10
138000,2001-07-03
69000,1995-06-05
465000,2017-04-07
85000,1995-07-26
161000,2000-11-20
94000,1996-12-12
247000,2012-05-25
401000,2016-05-17
305000,2015-10-08
200000,2005-06-01
248000,2012-07-24
175000,2005-03-23
245000,2010-09-23
257000,2010-01-04
239000,2007-04-27
380000,2018-12-14
365000,2015-01-16
210000,2011-06-06
570000,2022-09-29
440000,2019-09-25
250000,2011-07-25
225000,2006-05-25
80000,1999-05-06
370000,2018-03-02
368755,2016-08-15
470000,2022-01-07
245000,2013-10-09
123000,2000-09-18
65000,1995-04-28
122000,2002-11-08
126000,2002-02-25
249000,2011-03-01
215000,2008-10-14
505000,2018-03-28
260000,2007-04-20
435000,2020-12-21
415000,2016-07-21
316000,2015-06-17
250000,2015-04-02
385000,2018-02-28
180000,2003-06-13
329000,2015-08-13
374000,2018-02-06
220000,2004-04-16
221000,2006-01-27
167500,2005-06-03
225000,2006-07-17
166000,2006-01-10
765000,2019-08-30
100000,1995-09-26
87000,1995-12-15
225000,2004-01-23
405000,2022-02-04
415000,2018-08-24
212000,2003-10-31
485000,2023-08-21
210000,2005-07-08
450000,2021-08-27
405000,2017-08-11
210000,2009-09-15
94000,1999-04-09
400000,2017-09-15
456500,2018-09-21
500000,2022-11-04
240000,2007-09-28
240000,2006-05-16
181000,2004-10-25
190000,2005-02-18
165000,2002-09-06
205000,2005-07-14
60000,1995-01-19
410000,2021-12-21
184000,2003-04-11
74900,1995-11-16
417000,2021-06-28
207500,2009-06-26
472500,2021-11-05
265000,2006-12-04
450000,2021-11-05
250000,2012-03-07
205000,2010-07-30
295000,2007-12-14
235000,2006-12-12
90000,1998-10-30
327500,2015-04-30
237000,2007-05-04
395000,2015-07-15
176995,2001-08-30
110000,1999-03-05
172500,2002-12-19
420000,2015-10-13
134000,1999-12-10
145000,2003-01-31
505000,2022-07-26
310000,2014-08-15
242300,2012-09-28
180100,2007-06-08
315000,2014-05-09
304000,2006-11-20
76000,1996-06-24
379000,2014-08-20
352500,2018-06-29
244295,2007-03-23
389995,2017-08-29
242000,2007-08-21
202000,2004-08-13
111000,2000-08-17
68000,1996-12-16
118000,1999-07-14
342000,2016-01-15
340000,2015-09-16
207500,2009-07-03
612000,2019-02-21
290000,2007-01-10
700000,2021-02-12
239000,2001-10-19
325000,2009-11-26
38750,1996-05-22
250000,2007-01-05
535000,2016-11-04
106000,1996-07-24
550000,2022-05-12
162000,2001-03-23
295000,2009-10-30
197000,2002-02-28
273500,2007-11-01
235000,2003-07-25
280000,2008-07-21
205000,2003-12-22
414400,2019-06-28
200000,2003-10-31
229995,2004-07-16
80000,1998-04-20
215000,2013-01-14
92500,1995-06-29
291000,2017-06-23
155000,2004-02-16
530000,2021-09-28
200000,2002-05-17
490000,2019-09-27
320000,2007-12-06
227000,2004-01-06
245000,2002-12-13
278000,2008-01-25
200000,2002-02-01
230000,2006-12-04
531000,2018-07-24
310000,2007-04-24
250000,2004-07-30
500000,2017-04-21
115000,2008-09-26
193000,2004-08-18
195000,2004-06-04
200000,2006-09-15
176000,2004-11-16
240000,2007-02-16
198000,2004-08-04
179000,2003-03-11
115000,2000-05-31
185000,2004-12-08
390000,2018-05-29
193000,2006-07-28
78000,1999-06-25
114000,2001-02-09
73000,1999-08-02
114000,2001-07-18
67000,1996-11-15
360000,2016-02-08
172000,2004-12-21
86000,1999-03-23
227500,2010-03-25
95000,1999-05-21
215000,2006-07-26
366000,2016-11-30
405000,2017-07-21
270000,2013-08-16
186500,2004-08-06
396000,2018-06-20
209995,2012-10-19
435000,2023-07-05
210000,2004-10-01
207500,2005-10-28
395000,2019-01-31
390000,2021-04-01
270000,2013-09-19
199000,2006-11-24
140000,2001-10-22
81000,1999-07-22
405000,2022-09-15
124995,2001-02-01
305000,2015-02-20
59950,1995-10-16
430000,2016-12-21
290000,2015-11-27
285000,2015-07-10
58800,1995-01-27
220000,2005-04-10
165000,2004-06-21
125000,2013-10-18
310000,2013-11-01
271000,2006-10-12
190000,2002-01-09
134000,1999-10-22
475000,2018-08-17
385000,2016-03-31
350000,2022-07-19
315000,2014-10-20
205000,2002-10-07
164500,2001-12-03
74000,1996-11-03
166000,2002-08-13
137000,2001-10-23
250000,1998-05-01
540000,2023-08-30
79995,1996-11-21
202000,2006-10-27
184995,2002-10-11
97250,1997-08-15
553000,2020-12-18
315000,2013-02-25
232500,2010-02-23
153000,2002-08-13
144000,2001-11-09
375000,2018-04-20
235000,2006-06-30
435000,2021-03-04
400000,2020-12-17
570000,2022-08-12
220000,2003-09-19
180000,2009-10-16
399000,2021-11-10
247500,2010-08-05
162000,2002-04-05
432500,2022-12-07
350000,2018-08-13
245000,2014-01-28
200000,2009-12-21
233000,2007-03-02
122000,2001-01-26
355000,2018-11-29
156000,2002-05-27
228000,2013-11-14
215000,2004-09-30
104000,1998-08-28
86500,1996-11-15
237000,2012-06-22
212000,2010-06-30
335000,2016-05-16
225000,2010-02-26
107000,1998-06-30
217500,2003-01-16
88000,1998-02-10
249699,2013-09-27
248000,2007-10-23
257500,2007-07-18
25000,2002-03-01
129000,2000-02-09
86000,1997-04-04
239000,2007-02-02
119000,1999-12-06
140000,2000-12-11
123500,1999-09-20
197500,2004-10-06
115500,2000-03-10
240000,2007-11-16
105000,1999-05-05
295000,2015-05-28
225000,2013-02-27
180000,2002-08-21
340000,2015-11-13
275000,2010-11-29
325800,2018-08-31
225000,2006-11-10
213000,2004-06-25
124500,2000-10-27
357000,2019-04-16
335000,2016-10-14
206000,2004-06-09
199500,2002-11-29
108000,1999-04-16
75000,1996-06-07
190000,2013-03-22
223000,2012-03-23
127000,2000-08-09
422000,2023-09-11
350000,2017-10-02
281000,2015-08-17
210000,2004-07-29
75000,1996-08-12
208000,2004-09-03
380000,2020-12-14
370000,2017-01-20
409000,2021-08-26
153000,2002-03-01
124995,2000-01-27
97000,1997-12-05
290000,2008-01-30
435000,2019-02-27
237000,2007-07-13
183500,2002-06-28
195000,2003-01-10
102000,1998-02-26
430000,2021-06-18
225000,2006-05-09
810000,2019-02-01
467500,2012-10-15
110000,2003-07-10
237000,2007-11-16
193000,2006-01-27
79995,1999-01-08
184995,2004-01-12
183000,2009-11-13
122000,2009-07-10
339000,2021-03-11
345000,2021-01-07
175000,2003-08-15
132000,2004-10-25
210000,2009-05-01
160000,2003-10-17
91000,1999-05-05
360000,2015-02-09
355000,2014-09-19
